CVEGEO,homi_count,POBTOT,P_18YMAS,P18YM_PB,GRAPROES,VIVPAR_HAB,VPH_PISODT,PROM_OCUP,VPH_TV,VPH_AUTOM,VPH_PC,VPH_INTER,INDICE_GLOBAL,NSE_num,NSE_char
0900700010801,0.0,3488.0,2791.0,2320.0,13.64,1172.0,1153.0,2.95,1164.0,848.0,882.0,783.0,0.715389687888374,7.0,A/B
0900700010816,0.0,1274.0,1012.0,835.0,13.31,375.0,372.0,3.23,373.0,286.0,286.0,263.0,0.734346267451013,7.0,A/B
0900700010820,0.0,1184.0,951.0,783.0,13.36,361.0,355.0,3.14,358.0,257.0,259.0,240.0,0.713794867169584,7.0,A/B
0900700010835,1.0,7052.0,4660.0,1786.0,9.13,1734.0,1709.0,4.0,1694.0,600.0,515.0,365.0,0.419588956945654,3.0,D+
090070001084A,3.0,6765.0,4509.0,1732.0,9.19,1676.0,1653.0,4.01,1630.0,494.0,488.0,320.0,0.408799295225851,3.0,D+
0900700010854,3.0,4075.0,2815.0,1193.0,9.42,1030.0,1015.0,3.95,1004.0,342.0,316.0,229.0,0.429772780326174,4.0,C-
0900700010888,6.0,4491.0,3145.0,1238.0,9.16,1009.0,974.0,4.42,988.0,294.0,376.0,276.0,0.439257951785145,4.0,C-
0900700010892,0.0,2305.0,1615.0,595.0,9.11,459.0,457.0,4.97,457.0,162.0,193.0,133.0,0.460938535914626,4.0,C-
0900700010905,0.0,2675.0,2248.0,1858.0,13.54,891.0,881.0,2.96,882.0,652.0,679.0,614.0,0.719566128727973,7.0,A/B
090070001091A,0.0,1542.0,1241.0,1025.0,13.32,465.0,463.0,3.19,461.0,320.0,325.0,300.0,0.69926778152802,7.0,A/B
0900700010924,0.0,3902.0,2915.0,2039.0,11.85,1154.0,1150.0,3.23,1136.0,568.0,724.0,591.0,0.602940837736794,6.0,C+
0900700010939,0.0,4074.0,3260.0,2373.0,12.31,1183.0,1178.0,3.43,1173.0,764.0,770.0,644.0,0.647968605934372,6.0,C+
0900700010943,0.0,3674.0,2938.0,2052.0,12.0,1051.0,1046.0,3.45,1037.0,607.0,610.0,502.0,0.61226300564085,6.0,C+
0900700010958,2.0,5524.0,4198.0,2474.0,10.89,1493.0,1479.0,3.64,1479.0,721.0,800.0,634.0,0.556572181325874,5.0,C
0900700010962,1.0,7828.0,5283.0,2107.0,9.3,1904.0,1870.0,4.01,1864.0,535.0,666.0,467.0,0.425901886531622,3.0,D+
0900700010977,5.0,6400.0,4618.0,2162.0,9.92,1610.0,1572.0,3.92,1588.0,527.0,698.0,540.0,0.472563444103292,4.0,C-
0900700010981,1.0,5691.0,4047.0,2067.0,10.15,1345.0,1329.0,4.19,1327.0,430.0,532.0,385.0,0.470212038484232,4.0,C-
0900700011000,2.0,4849.0,3342.0,1629.0,9.95,1257.0,1252.0,3.84,1237.0,444.0,510.0,367.0,0.472168964341653,4.0,C-
0900700011015,2.0,6313.0,4563.0,2426.0,10.32,1725.0,1704.0,3.65,1694.0,754.0,819.0,620.0,0.51436130366633,5.0,C
0900700011034,1.0,6429.0,4747.0,2600.0,10.33,1587.0,1558.0,3.99,1573.0,786.0,810.0,628.0,0.540465906837052,5.0,C
0900700011049,1.0,4665.0,3436.0,1834.0,10.2,1166.0,1109.0,3.96,1154.0,544.0,531.0,412.0,0.51278819798084,5.0,C
0900700011053,1.0,7722.0,5823.0,3174.0,10.38,1959.0,1931.0,3.94,1945.0,955.0,951.0,716.0,0.53255109861619,5.0,C
0900700011087,1.0,5668.0,3748.0,1469.0,9.09,1313.0,1254.0,4.25,1278.0,519.0,391.0,299.0,0.428858182197586,4.0,C-
0900700011091,2.0,4498.0,2946.0,1095.0,8.92,1127.0,1093.0,3.97,1098.0,415.0,325.0,229.0,0.414753970241941,3.0,D+
0900700011104,2.0,6839.0,4533.0,1604.0,8.87,1727.0,1691.0,3.96,1678.0,544.0,415.0,237.0,0.387216035591365,3.0,D+
0900700011123,13.0,6911.0,6714.0,1351.0,7.99,125.0,122.0,3.78,117.0,36.0,32.0,25.0,0.366737212627621,2.0,D
0900700011138,4.0,4851.0,3170.0,1174.0,8.93,1184.0,1171.0,4.06,1151.0,361.0,323.0,243.0,0.405969246211943,3.0,D+
0900700011142,1.0,3526.0,2470.0,1028.0,9.38,740.0,717.0,4.76,727.0,246.0,289.0,224.0,0.461946010467847,4.0,C-
0900700011157,4.0,3169.0,2189.0,953.0,9.45,596.0,582.0,5.21,584.0,218.0,264.0,211.0,0.487722783475399,5.0,C
0900700011176,1.0,2275.0,1759.0,1421.0,13.1,678.0,677.0,3.21,673.0,475.0,478.0,407.0,0.686940294993046,6.0,C+
0900700011180,1.0,2107.0,1637.0,1004.0,11.08,595.0,593.0,3.46,587.0,290.0,309.0,246.0,0.557373570590182,5.0,C
0900700011195,1.0,3370.0,2681.0,1899.0,12.05,982.0,975.0,3.42,973.0,593.0,608.0,508.0,0.625749488876835,6.0,C+
0900700011208,1.0,841.0,595.0,303.0,10.48,223.0,218.0,3.72,217.0,110.0,107.0,83.0,0.522196856180399,5.0,C
0900700011227,1.0,5205.0,3608.0,1842.0,10.21,1357.0,1333.0,3.79,1340.0,563.0,656.0,499.0,0.506802864796949,5.0,C
0900700011246,0.0,4e3,2838.0,1427.0,10.14,1107.0,1096.0,3.58,1095.0,467.0,485.0,363.0,0.494201273105474,5.0,C
0900700011250,1.0,2846.0,2116.0,1096.0,10.27,741.0,734.0,3.84,724.0,333.0,349.0,274.0,0.516210313794207,5.0,C
0900700011265,0.0,3796.0,2816.0,1606.0,10.59,1004.0,994.0,3.78,991.0,484.0,502.0,360.0,0.5353452907741,5.0,C
090070001127A,1.0,2278.0,1742.0,1164.0,11.39,584.0,579.0,3.87,578.0,388.0,351.0,284.0,0.61846279497552,6.0,C+
0900700011284,1.0,1331.0,1045.0,651.0,11.23,340.0,338.0,3.91,339.0,231.0,193.0,159.0,0.609469802016242,6.0,C+
0900700011299,2.0,3477.0,2569.0,1454.0,10.43,958.0,954.0,3.6,945.0,442.0,424.0,317.0,0.517740958917462,5.0,C
0900700011301,1.0,3819.0,2840.0,1630.0,10.61,1065.0,1059.0,3.54,1045.0,528.0,520.0,415.0,0.540644843721197,5.0,C
0900700011316,0.0,3409.0,2363.0,825.0,8.63,803.0,793.0,4.23,789.0,266.0,248.0,175.0,0.4151263829047,3.0,D+
0900700011335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358872007071284,2.0,D
090070001134A,3.0,4418.0,2945.0,1012.0,8.63,1140.0,1123.0,3.84,1102.0,315.0,263.0,166.0,0.378676502156392,3.0,D+
0900700011354,1.0,5502.0,4026.0,2185.0,10.31,1474.0,1467.0,3.73,1455.0,624.0,648.0,476.0,0.503488453092324,5.0,C
0900700011369,1.0,6451.0,4558.0,2098.0,9.76,1673.0,1648.0,3.83,1647.0,603.0,658.0,457.0,0.46075762626463,4.0,C-
0900700011388,1.0,5573.0,3785.0,1614.0,9.47,1365.0,1341.0,4.07,1344.0,534.0,481.0,336.0,0.447302478328682,4.0,C-
090070001141A,2.0,4391.0,3178.0,1660.0,10.27,1190.0,1184.0,3.67,1173.0,496.0,556.0,412.0,0.506767281873182,5.0,C
0900700011424,0.0,2708.0,1926.0,872.0,9.66,733.0,727.0,3.66,721.0,266.0,293.0,218.0,0.466974438247225,4.0,C-
0900700011439,1.0,2628.0,2031.0,1340.0,11.51,696.0,689.0,3.75,690.0,410.0,406.0,335.0,0.60616360782553,6.0,C+
0900700011443,4.0,1922.0,1485.0,1028.0,11.8,496.0,496.0,3.84,487.0,325.0,324.0,270.0,0.646838604987826,6.0,C+
0900700011458,0.0,1634.0,1227.0,790.0,11.4,412.0,400.0,3.86,408.0,268.0,249.0,208.0,0.616875419310704,6.0,C+
0900700011462,0.0,2275.0,1774.0,1164.0,11.48,595.0,589.0,3.78,588.0,399.0,374.0,314.0,0.631201650808071,6.0,C+
0900700011477,0.0,2216.0,1813.0,1522.0,13.58,620.0,619.0,3.53,614.0,514.0,511.0,454.0,0.757472387547402,7.0,A/B
0900700011481,0.0,2434.0,1981.0,1700.0,13.6,730.0,702.0,3.31,720.0,651.0,550.0,484.0,0.743198324139233,7.0,A/B
0900700011496,1.0,2422.0,1758.0,878.0,10.22,582.0,575.0,4.14,577.0,234.0,243.0,178.0,0.490570161196948,5.0,C
0900700011509,2.0,4692.0,3176.0,1250.0,9.19,1104.0,1089.0,4.23,1087.0,401.0,356.0,263.0,0.436361267321732,4.0,C-
0900700011513,1.0,5306.0,3591.0,1443.0,9.27,1376.0,1368.0,3.85,1353.0,467.0,444.0,315.0,0.429826512610482,4.0,C-
0900700011566,3.0,9068.0,6441.0,3300.0,10.13,2403.0,2367.0,3.77,2361.0,924.0,1015.0,760.0,0.485889148128672,5.0,C
0900700011585,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358872007071284,2.0,D
090070001159A,5.0,6604.0,4530.0,2092.0,9.66,1707.0,1681.0,3.84,1681.0,697.0,729.0,536.0,0.480626384686329,4.0,C-
0900700011621,0.0,4229.0,2957.0,1668.0,10.66,1103.0,1086.0,3.74,1094.0,586.0,558.0,454.0,0.549214486718718,5.0,C
0900700011636,0.0,2838.0,1926.0,931.0,9.97,692.0,681.0,4.02,683.0,330.0,304.0,228.0,0.501849073460667,5.0,C
0900700011640,1.0,4053.0,2867.0,1394.0,9.87,1060.0,1045.0,3.8,1043.0,449.0,423.0,318.0,0.482825454337345,5.0,C
0900700011655,0.0,2622.0,1812.0,792.0,9.54,682.0,674.0,3.81,669.0,263.0,264.0,197.0,0.462742320494094,4.0,C-
090070001166A,1.0,3532.0,2651.0,1278.0,9.96,810.0,804.0,4.34,800.0,360.0,362.0,253.0,0.501317070073467,5.0,C
0900700011674,0.0,3179.0,2317.0,1130.0,9.78,740.0,735.0,4.27,731.0,316.0,301.0,220.0,0.487139294815793,5.0,C
0900700011689,2.0,2771.0,2034.0,956.0,9.74,627.0,626.0,4.39,617.0,271.0,269.0,189.0,0.491566503518282,5.0,C
0900700011693,0.0,2025.0,1451.0,617.0,9.36,523.0,519.0,3.84,518.0,189.0,189.0,137.0,0.453177763581596,4.0,C-
0900700011706,5.0,7056.0,4726.0,1887.0,9.12,1766.0,1737.0,3.98,1732.0,632.0,512.0,372.0,0.421754081919478,3.0,D+
0900700011710,1.0,7504.0,5051.0,2003.0,9.34,1893.0,1859.0,3.96,1860.0,690.0,589.0,375.0,0.426678391820122,3.0,D+
0900700011759,0.0,3377.0,2213.0,848.0,9.13,820.0,803.0,3.94,806.0,274.0,243.0,174.0,0.417231700462276,3.0,D+
0900700011763,0.0,6084.0,3981.0,1366.0,8.82,1427.0,1367.0,4.15,1395.0,498.0,425.0,284.0,0.408050261212789,3.0,D+
0900700011778,2.0,7298.0,4966.0,2331.0,9.83,1935.0,1908.0,3.71,1884.0,713.0,785.0,567.0,0.46805883264573,4.0,C-
0900700011814,2.0,3743.0,2610.0,1063.0,9.3,889.0,888.0,4.16,880.0,358.0,306.0,222.0,0.451050282763214,4.0,C-
0900700011833,0.0,3542.0,2484.0,1209.0,10.03,854.0,842.0,4.06,839.0,402.0,398.0,284.0,0.50559496397376,5.0,C
0900700011848,0.0,3303.0,2317.0,1061.0,9.85,792.0,777.0,4.08,777.0,310.0,306.0,217.0,0.467391902380908,4.0,C-
0900700011852,2.0,5153.0,3634.0,1525.0,9.45,1250.0,1236.0,4.11,1224.0,481.0,491.0,357.0,0.461197874877521,4.0,C-
0900700011867,5.0,11105.0,7554.0,2881.0,9.13,2760.0,2686.0,4.01,2679.0,877.0,901.0,647.0,0.422152549576891,3.0,D+
0900700011890,4.0,5738.0,4117.0,1858.0,9.68,1451.0,1441.0,3.93,1430.0,591.0,568.0,402.0,0.470826415960733,4.0,C-
0900700011918,0.0,4984.0,3536.0,1479.0,9.18,1279.0,1255.0,3.89,1245.0,492.0,396.0,168.0,0.423022500114182,3.0,D+
0900700011941,0.0,4541.0,3663.0,3202.0,13.9,1354.0,1289.0,3.35,1348.0,1196.0,1109.0,1010.0,0.76531870284422,7.0,A/B
0900700011960,3.0,3937.0,2888.0,1584.0,10.37,1063.0,1018.0,3.67,1041.0,536.0,527.0,408.0,0.529547404684669,5.0,C
0900700011975,1.0,3237.0,2289.0,1488.0,11.3,998.0,971.0,3.22,988.0,527.0,559.0,416.0,0.569670713369878,6.0,C+
090070001198A,3.0,6058.0,4215.0,1988.0,9.66,1644.0,1631.0,3.66,1606.0,552.0,632.0,447.0,0.457450691506541,4.0,C-
0900700011994,14.0,17152.0,15774.0,4238.0,8.47,1067.0,1048.0,3.9,1047.0,385.0,392.0,282.0,0.418329398285167,3.0,D+
0900700012047,4.0,9740.0,6601.0,2496.0,9.12,2389.0,2370.0,4.03,2335.0,766.0,746.0,507.0,0.417867941787196,3.0,D+
0900700012051,2.0,9182.0,5747.0,1602.0,8.16,2372.0,2269.0,3.86,2265.0,580.0,424.0,259.0,0.339136677640179,2.0,D
0900700012070,1.0,3992.0,2597.0,878.0,8.68,1086.0,1075.0,3.66,1059.0,263.0,251.0,184.0,0.373134256824232,2.0,D
0900700012085,2.0,5975.0,4028.0,1363.0,8.73,1583.0,1530.0,3.77,1546.0,514.0,482.0,326.0,0.401535352276865,3.0,D+
090070001209A,4.0,3705.0,2542.0,948.0,9.1,949.0,939.0,3.85,929.0,290.0,287.0,190.0,0.409596075920949,3.0,D+
0900700012102,4.0,3444.0,2319.0,859.0,8.97,858.0,853.0,3.99,837.0,206.0,240.0,167.0,0.395069585500115,3.0,D+
0900700012117,4.0,3230.0,2217.0,761.0,8.86,854.0,844.0,3.76,833.0,229.0,226.0,169.0,0.391580533824874,3.0,D+
0900700012121,2.0,51.0,27.0,0.0,3.97,10.0,0.0,5.1,0.0,0.0,0.0,0.0,0.02984962406015,1.0,E
0900700012140,4.0,7660.0,5081.0,1898.0,8.83,1989.0,1968.0,3.83,1929.0,614.0,573.0,402.0,0.406428342331304,3.0,D+
0900700012155,2.0,3836.0,2606.0,981.0,9.09,1028.0,1014.0,3.73,1004.0,323.0,279.0,191.0,0.405604417971258,3.0,D+
090070001216A,3.0,3600.0,2482.0,946.0,9.14,965.0,932.0,3.73,942.0,303.0,283.0,196.0,0.409278779750259,3.0,D+
0900700012174,0.0,2348.0,1650.0,798.0,10.16,653.0,651.0,3.5,641.0,253.0,234.0,176.0,0.467892572885826,4.0,C-
0900700012189,2.0,2276.0,1651.0,840.0,10.2,599.0,590.0,3.79,594.0,298.0,263.0,195.0,0.510378043887834,5.0,C
0900700012193,1.0,2766.0,1929.0,818.0,9.36,717.0,703.0,3.86,703.0,288.0,247.0,171.0,0.446487174630768,4.0,C-
0900700012206,2.0,1574.0,1139.0,539.0,10.1,414.0,394.0,3.77,406.0,188.0,163.0,119.0,0.478145430063569,4.0,C-
0900700012371,1.0,1933.0,1353.0,512.0,8.97,436.0,424.0,4.33,426.0,106.0,119.0,85.0,0.396075254354341,3.0,D+
0900700012386,2.0,4273.0,3008.0,1480.0,9.92,1083.0,1079.0,3.87,1054.0,387.0,419.0,306.0,0.470185924956951,4.0,C-
0900700012390,1.0,3970.0,2949.0,1828.0,11.1,1030.0,1021.0,3.75,1022.0,604.0,560.0,442.0,0.578831886218604,6.0,C+
0900700012403,6.0,399.0,232.0,67.0,8.2,99.0,61.0,4.0,62.0,22.0,17.0,13.0,0.280038720102241,2.0,D
0900700012437,1.0,4934.0,3328.0,1104.0,8.75,1101.0,1077.0,4.45,1082.0,359.0,337.0,243.0,0.415271169527503,3.0,D+
0900700012441,1.0,4342.0,2954.0,1091.0,9.02,1067.0,1046.0,4.06,1046.0,375.0,311.0,212.0,0.417106744455496,3.0,D+
0900700012456,2.0,3915.0,2447.0,870.0,8.93,893.0,877.0,4.06,869.0,299.0,274.0,230.0,0.421598319534128,3.0,D+
0900700012460,2.0,3641.0,2318.0,871.0,9.14,831.0,824.0,4.11,805.0,312.0,281.0,229.0,0.439138515857893,4.0,C-
0900700012475,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.358872007071284,2.0,D
0900700012494,2.0,2058.0,1404.0,508.0,8.94,472.0,467.0,4.35,459.0,129.0,144.0,109.0,0.411300686708804,3.0,D+
0900700012507,1.0,2398.0,1699.0,674.0,9.24,533.0,524.0,4.48,514.0,173.0,209.0,151.0,0.453703059077356,4.0,C-
0900700012511,0.0,932.0,707.0,584.0,13.31,275.0,274.0,3.11,271.0,184.0,190.0,159.0,0.683877945302933,6.0,C+
0900700012526,0.0,1130.0,818.0,669.0,13.07,325.0,323.0,3.15,322.0,181.0,224.0,182.0,0.660106163942864,6.0,C+
0900700012530,1.0,10357.0,6910.0,2811.0,9.15,2695.0,2658.0,3.79,2628.0,928.0,805.0,376.0,0.414794550401885,3.0,D+
0900700012545,1.0,6912.0,4623.0,1741.0,9.08,1747.0,1695.0,3.95,1712.0,607.0,514.0,326.0,0.413279289531329,3.0,D+
090070001255A,5.0,4542.0,3283.0,1771.0,10.3,1184.0,1163.0,3.81,1166.0,557.0,577.0,434.0,0.523329342380038,5.0,C
0900700012564,3.0,6663.0,4313.0,1367.0,8.55,1729.0,1687.0,3.84,1654.0,411.0,391.0,236.0,0.364183610674799,2.0,D
0900700012579,0.0,4427.0,2970.0,1114.0,8.93,1138.0,1122.0,3.88,1109.0,347.0,298.0,193.0,0.400131793286451,3.0,D+
0900700012600,1.0,4700.0,3306.0,1496.0,9.66,1166.0,1151.0,4.02,1140.0,505.0,447.0,324.0,0.472719917307086,4.0,C-
0900700012615,2.0,7213.0,4648.0,1503.0,8.59,1783.0,1762.0,4.02,1746.0,535.0,451.0,292.0,0.386531479883434,3.0,D+
090070001262A,1.0,5083.0,3346.0,1024.0,8.32,1258.0,1230.0,4.01,1217.0,355.0,294.0,186.0,0.372874929641627,2.0,D
0900700012634,0.0,4120.0,2776.0,871.0,8.54,1019.0,913.0,4.04,997.0,326.0,267.0,189.0,0.380458079067699,3.0,D+
0900700012649,0.0,4473.0,2970.0,989.0,8.64,1077.0,1066.0,4.11,1026.0,330.0,281.0,193.0,0.394350564854351,3.0,D+
0900700012653,1.0,3809.0,2418.0,734.0,8.52,938.0,922.0,4.05,910.0,235.0,206.0,133.0,0.366346060529873,2.0,D
0900700012668,0.0,3359.0,2198.0,632.0,8.2,859.0,832.0,3.9,831.0,296.0,212.0,163.0,0.384736902342116,3.0,D+
0900700012672,2.0,805.0,507.0,163.0,8.45,191.0,184.0,4.18,190.0,76.0,56.0,42.0,0.405765831059271,3.0,D+
0900700012687,0.0,4453.0,3045.0,1304.0,9.39,1088.0,1071.0,4.01,1069.0,435.0,426.0,302.0,0.461260089088408,4.0,C-
0900700012691,1.0,6991.0,4662.0,1908.0,9.22,1701.0,1685.0,4.09,1671.0,685.0,589.0,414.0,0.447238749789293,4.0,C-
0900700012704,2.0,5352.0,3450.0,1076.0,8.46,1276.0,1249.0,4.15,1245.0,352.0,304.0,207.0,0.377553597887773,3.0,D+
0900700012719,2.0,4673.0,3030.0,936.0,8.43,1177.0,1151.0,3.97,1147.0,315.0,249.0,155.0,0.367106140028972,2.0,D
0900700012723,0.0,3137.0,2017.0,550.0,8.05,785.0,768.0,3.95,752.0,177.0,139.0,94.0,0.342738386974461,2.0,D
0900700012738,0.0,6262.0,4212.0,1617.0,8.95,1560.0,1547.0,3.96,1522.0,583.0,456.0,298.0,0.421596244885719,3.0,D+
0900700012757,0.0,5433.0,3740.0,1531.0,9.19,1368.0,1363.0,3.95,1344.0,564.0,471.0,336.0,0.449398347397765,4.0,C-
0900700012776,5.0,7787.0,5273.0,2251.0,9.41,1972.0,1957.0,3.91,1936.0,742.0,687.0,509.0,0.449496238125211,4.0,C-
0900700012780,0.0,6944.0,4631.0,1680.0,8.91,1652.0,1626.0,4.16,1602.0,560.0,445.0,297.0,0.406506521940757,3.0,D+
0900700012795,1.0,4923.0,3149.0,965.0,8.38,1164.0,1144.0,4.09,1131.0,355.0,270.0,175.0,0.377832062504883,3.0,D+
0900700012808,2.0,4283.0,3130.0,1505.0,9.79,1057.0,1041.0,4.05,1037.0,440.0,446.0,331.0,0.485850129157385,5.0,C
0900700012812,1.0,3772.0,2636.0,1290.0,9.99,940.0,939.0,4.0,930.0,447.0,419.0,324.0,0.508952804511099,5.0,C
0900700012831,1.0,4838.0,3377.0,1579.0,9.75,1305.0,1295.0,3.7,1278.0,521.0,507.0,371.0,0.471564506452136,4.0,C-
0900700012846,1.0,5516.0,3768.0,1503.0,9.21,1406.0,1402.0,3.92,1389.0,554.0,500.0,366.0,0.447301703778247,4.0,C-
0900700012850,1.0,3798.0,2640.0,1154.0,9.48,1012.0,999.0,3.73,1007.0,416.0,397.0,293.0,0.465858156590422,4.0,C-
090070001287A,0.0,3015.0,2069.0,886.0,9.43,762.0,756.0,3.87,746.0,334.0,286.0,194.0,0.463462762382744,4.0,C-
0900700012884,0.0,3746.0,2648.0,1246.0,9.84,907.0,899.0,4.08,897.0,429.0,373.0,277.0,0.492630330677351,5.0,C
0900700012899,2.0,6228.0,4209.0,1607.0,9.1,1555.0,1534.0,3.99,1512.0,578.0,445.0,307.0,0.419158773476449,3.0,D+
0900700012901,1.0,7549.0,5084.0,1942.0,9.02,1952.0,1939.0,3.83,1909.0,723.0,605.0,386.0,0.423929781046592,3.0,D+
0900700012920,1.0,5889.0,3827.0,1087.0,8.26,1382.0,1358.0,4.24,1350.0,365.0,309.0,211.0,0.367349732969566,2.0,D
0900700012935,0.0,5530.0,3560.0,1002.0,8.1,1498.0,1481.0,3.66,1430.0,346.0,268.0,164.0,0.345588639696028,2.0,D
090070001294A,2.0,3112.0,2044.0,668.0,8.38,791.0,788.0,3.92,765.0,236.0,192.0,134.0,0.386009026710135,3.0,D+
0900700012954,0.0,2022.0,1265.0,413.0,8.5,472.0,467.0,4.17,454.0,108.0,97.0,53.0,0.361208041903047,2.0,D
0900700012969,2.0,2361.0,1485.0,368.0,7.89,580.0,576.0,3.94,558.0,128.0,100.0,57.0,0.335601558233423,2.0,D
0900700012973,0.0,3680.0,2378.0,664.0,7.94,925.0,911.0,3.97,895.0,210.0,213.0,127.0,0.355196740686759,2.0,D
0900700012988,1.0,7265.0,4873.0,2082.0,9.47,1728.0,1715.0,4.03,1690.0,704.0,635.0,468.0,0.459391814729895,4.0,C-
0900700013026,0.0,2671.0,1860.0,900.0,9.86,696.0,687.0,3.83,687.0,296.0,287.0,193.0,0.476784768831104,4.0,C-
0900700013030,1.0,5787.0,4001.0,1748.0,9.55,1388.0,1371.0,4.14,1368.0,627.0,489.0,331.0,0.462316766544519,4.0,C-
0900700013045,0.0,6312.0,4250.0,1763.0,9.28,1446.0,1308.0,4.2,1410.0,589.0,533.0,405.0,0.447731789229912,4.0,C-
090070001305A,3.0,6252.0,4228.0,1708.0,9.18,1419.0,1389.0,4.31,1375.0,567.0,470.0,327.0,0.442005655644148,4.0,C-
0900700013064,5.0,7239.0,4835.0,1610.0,8.64,1784.0,1712.0,4.03,1732.0,582.0,545.0,365.0,0.40251050297849,3.0,D+
0900700013079,8.0,6882.0,4510.0,1595.0,8.81,1535.0,1505.0,4.46,1506.0,602.0,520.0,359.0,0.432654703261164,4.0,C-
0900700013083,0.0,5543.0,3661.0,1220.0,8.49,1416.0,1398.0,3.88,1384.0,444.0,368.0,243.0,0.392907649980357,3.0,D+
0900700013100,1.0,5077.0,3186.0,1013.0,8.45,1134.0,1121.0,4.28,1096.0,324.0,273.0,176.0,0.380673960819006,3.0,D+
0900700013115,2.0,5512.0,3618.0,1092.0,8.42,1436.0,1386.0,3.83,1351.0,324.0,316.0,197.0,0.359615932223409,2.0,D
0900700013134,1.0,2031.0,1321.0,394.0,8.26,509.0,488.0,3.98,486.0,136.0,97.0,61.0,0.353995792167349,2.0,D
0900700013149,0.0,3849.0,2404.0,631.0,8.05,978.0,967.0,3.9,938.0,225.0,152.0,95.0,0.337190507858102,2.0,D
0900700013153,0.0,3440.0,2186.0,618.0,8.08,818.0,807.0,4.14,792.0,197.0,163.0,116.0,0.356714961259242,2.0,D
0900700013204,2.0,6255.0,4159.0,1334.0,8.61,1474.0,1420.0,4.23,1445.0,508.0,423.0,264.0,0.397859723138287,3.0,D+
0900700013219,2.0,7190.0,4748.0,1404.0,8.4,1798.0,1718.0,3.99,1749.0,584.0,557.0,381.0,0.39561774518203,3.0,D+
0900700013223,6.0,7028.0,4577.0,1460.0,8.48,1755.0,1718.0,3.98,1706.0,591.0,423.0,255.0,0.384058205443507,3.0,D+
0900700013238,3.0,5920.0,3942.0,1319.0,8.59,1432.0,1411.0,4.12,1398.0,462.0,342.0,232.0,0.390659001958469,3.0,D+
0900700013242,3.0,7935.0,5025.0,1495.0,8.39,1853.0,1838.0,4.17,1796.0,501.0,428.0,264.0,0.372354843117007,2.0,D
0900700013257,0.0,3950.0,2489.0,831.0,8.57,962.0,947.0,4.07,927.0,254.0,180.0,127.0,0.366547999577766,2.0,D
0900700013276,2.0,6290.0,4155.0,1329.0,8.48,1525.0,1502.0,4.1,1477.0,456.0,390.0,254.0,0.384926318095944,3.0,D+
0900700013295,2.0,5171.0,3484.0,1202.0,8.74,1288.0,1255.0,4.01,1263.0,439.0,330.0,220.0,0.397742330118199,3.0,D+
0900700013327,2.0,7540.0,5100.0,1858.0,8.89,1825.0,1807.0,4.13,1785.0,679.0,514.0,343.0,0.414507950847361,3.0,D+
0900700013346,1.0,6269.0,3911.0,1143.0,8.27,1424.0,1386.0,4.28,1361.0,410.0,278.0,170.0,0.361627323174612,2.0,D
0900700013365,2.0,2582.0,1613.0,397.0,7.81,626.0,619.0,4.08,603.0,141.0,113.0,69.0,0.337773277774996,2.0,D
090070001337A,3.0,7546.0,5232.0,2281.0,9.5,1940.0,1906.0,3.87,1912.0,748.0,641.0,345.0,0.437331287678092,4.0,C-
0900700013401,2.0,7163.0,4684.0,1470.0,8.4,1582.0,1544.0,4.48,1549.0,526.0,376.0,264.0,0.387375393034273,3.0,D+
0900700013420,1.0,3795.0,2343.0,524.0,7.76,919.0,884.0,4.13,871.0,211.0,149.0,98.0,0.326899681950797,2.0,D
0900700013488,5.0,5237.0,3397.0,1120.0,8.61,1408.0,1381.0,3.7,1384.0,401.0,373.0,243.0,0.384759022825429,3.0,D+
0900700013492,0.0,5186.0,3491.0,1209.0,8.68,1321.0,1296.0,3.92,1279.0,434.0,398.0,263.0,0.403390307701488,3.0,D+
0900700013505,1.0,5351.0,3699.0,1303.0,8.63,1361.0,1348.0,3.92,1324.0,444.0,380.0,237.0,0.401160899917683,3.0,D+
090070001351A,1.0,5467.0,3794.0,1540.0,9.18,1406.0,1393.0,3.88,1383.0,489.0,492.0,364.0,0.439847196404295,4.0,C-
0900700013539,4.0,4085.0,2844.0,1171.0,9.4,1038.0,1026.0,3.93,1010.0,403.0,352.0,265.0,0.445837834970064,4.0,C-
0900700013558,1.0,1513.0,1073.0,494.0,9.88,397.0,387.0,3.81,393.0,161.0,176.0,128.0,0.493812449113257,5.0,C
0900700013562,0.0,1799.0,1281.0,607.0,9.97,443.0,434.0,4.01,435.0,183.0,203.0,144.0,0.495835830643171,5.0,C
0900700013577,3.0,2275.0,1551.0,611.0,9.28,565.0,547.0,4.03,556.0,168.0,226.0,167.0,0.440852669967132,4.0,C-
0900700013581,0.0,4592.0,3124.0,1492.0,9.89,1223.0,1207.0,3.75,1209.0,397.0,504.0,366.0,0.46861745397161497,4.0,C-
0900700013596,3.0,5182.0,3490.0,1601.0,9.63,1357.0,1299.0,3.74,1324.0,429.0,535.0,368.0,0.449301442356675,4.0,C-
